순위,도서명,상세링크,저자,출판사,출판일,판매가(원),평점,리뷰수,책소개
869,AI와 사이버 보안,https://www.yes24.com/product/goods/147870513,이승은,커뮤니케이션북스,2025년 06월,12000,,0,"AI는 사이버 공격의 정교한 무기이자 방어의 열쇠다. 이 책은 생성형 AI로 인한 신종 범죄와 그 대응 전략, 윤리, 교육을 아우르며 AI 시대 보안의 전환점을 통찰한다."
870,MOS 365 Word Associate,https://www.yes24.com/product/goods/147867784,"김경희, 오해강",시대인,2025년 06월,13500,10.0,9,"MOS 365 Word Associate 시험 완벽 대비, 출제 유형 그대로 실전처럼 연습하고 한 번에 합격하자!
취준생부터 커리어 성장을 꿈꾸는 직장인까지 MOS 365 자격증 누구나 쉽고 빠르게 취득할 수 있다.
Microsoft 365 버전의 최신 기능을 반영한 첫 번째 교재로 풍부한 강의 경험을 가진 전문 강사진이 시험 출제 구조와 경향을 철저히 분석해 놓았다. 문서 관리 기능, 다양한 삽입 기능, 문서 공동작업 관련 기능 등 출제 가능성이 높은 워드의 핵심 기능을 실습 문제와 연습 문제를 통해 빠르게 학습할 수 있으며, 실제 시험과 유사한 2회차의 실전 모의고사를 통해 실력을 점검할 수 있다."
871,"인공지능, 주식분석 좀 부탁해",https://www.yes24.com/product/goods/147852321,곽경일,비제이퍼블릭(BJ퍼블릭),2025년 07월,21600,9.5,11,"“주식분석이 주식투자보다 선행되어야 한다!”
이 책은 2024년 세종도서로 선정된 『인공지능, 주식투자 좀 부탁해』의 후속작이지만, 독자들이 전작보다 먼저 읽어야 할 책이다. 변동하는 금융시장의 복잡성을 효과적으로 이해하고 분석할 수 있는 실용적인 도구를 제공하기 때문이다.
프로그래밍 경험이 부족한 독자들도 학습 과정을 따라올 수 있도록 파이썬의 기본 문법 구조, 핵심 자료형(숫자형, 문자열, 리스트, 튜플, 딕셔너리, 집합), 제어문(조건문, 반복문), 함수 정의 및 활용 방법 등을 상세히 다룹니다. 또한, 효율적인 개발 환경 구축을 위해 아나콘다 파이썬 설치와 주피터 노트북 사용법을 안내하며 실습 기반 학습을 지원한다."
872,상상력을 작품으로 미리캔버스,https://www.yes24.com/product/goods/147752757,"김지혜, KIE 기획연구실",아카데미소프트,2025년 06월,12600,,0,"상상력을 무한하게 미리캔버스!
웹 기반의 손쉬운 인터페이스 환경으로 누구나 배우기 쉽다. 쉽게 작품을 만들 수 있도록 무료로 제공하는 다양한 템플릿을 제공한다. AI를 활용하여 나만의 개성 있는 디자인 작품을 만들 수 있다."
873,생성형 AI 활용 백과사전,https://www.yes24.com/product/goods/147626022,"다쿠치 카즈히로, 모리시마 료코, 이시타니 마사키, 서수환",길벗,2025년 06월,21600,9.7,49,"AI 시대를 살아가는 모두를 위한 실전 백과사전!
100가지 사례로 익히는, 일상과 업무를 바꾸는 AI 활용법!
하루가 다르게 진화하는 생성형 AI, 어디서부터 어떻게 시작해야 할지 막막한가? 이 책은 지금 가장 주목받는 AI 도구들과 100가지 실전 예제를 한눈에 정리한 가장 실용적인 입문서이다. 챗GPT, 코파일럿, 제미나이, 미드저니, DALL-E, 소라, 클로드 등 다양한 생성형 AI 도구들을 한 권에 담아, 여러분의 목적과 상황에 맞는 최적의 도구를 선택하고 효과적으로 활용할 수 있도록 돕는다. 일상생활은 물론 비즈니스, 외국어 학습, 이미지, 음악, 동영상 등 분야별로 정리된 100가지 활용법은 풍부한 예시와 함께 바로 실전에 적용할 수 있도록 안내한다.
생성형 AI를 처음 접하는 입문자부터 실제 업무나 창작에 활용하고자 하는 실무자, 사업 아이디어를 찾는 예비 창업자, 학습 도구로 사용하고 싶은 학생까지 생성형 AI 시대를 살아가는 모든 이들을 위한 안내서다. 어렵게만 느껴졌던 생성형 AI 도구들을 직접 실습하고 경험하며, 나만의 AI 활용 능력을 키워보자."
874,깃허브 액션으로 구현하는 실전 CI/CD 설계와 운영,https://www.yes24.com/product/goods/147569986,"노무라 도모키, 김완섭",제이펍,2025년 07월,25200,,0,"자동화를 다루는 개발자에서, 자동화를 설계하는 개발자로
테스트, 릴리스, 배포 과정을 자동화하면 개발 속도는 물론 협업 방식까지 달라진다. 깃허브 액션은 자동화를 코드로 구현하는 강력한 도구로, 단순한 시간 절약을 넘어 개발 환경을 직접 설계할 수 있게 해준다. 2025년 일본 ‘IT 엔지니어 도서 대상’ 기술서 부문 TOP 10에 선정된 이 책은 깃허브 액션을 활용해 실무에 맞는 CI/CD 시스템을 설계하고 운영하는 법을 다룬다. 워크플로 구성, 릴리스 자동화, 클라우드 연계, 보안 전략 등 핵심 요소를 체계적으로 설명하고, 다양한 실무 예제를 통해 유지 가능한 자동화 시스템 설계 방법을 제시한다. 복잡한 워크플로를 단순화하고 직접 자동화 시스템을 구축하고자 하는 개발자에게 확실한 길잡이가 되어줄 것이다."
875,기후 위기와 인공지능,https://www.yes24.com/product/goods/147569950,이천환,커뮤니케이션북스,2025년 06월,12000,,0,"전 세계는 기후 위기의 심각성을 인식하고 다양한 대응 방안을 마련하고 있으며, 기술적·정책적 노력을 통해 기후 위기에 대응하려는 움직임이 이어지고 있다. 아이러니하게도 인간이 만들어 낸 위기를 극복하기 위한 핵심 도구 역시 인간이 창조한 기술이다. AI 기술이 기후 변화 대응 활동에 어떻게 적용되고 있는지 체계적으로 정리하고, 그 긍정적 영향과 부정적 영향을 균형 있게 분석한다."
876,테디노트의 랭체인을 활용한 RAG 비법노트 [심화편],https://www.yes24.com/product/goods/147569409,이경록,리코멘드,2025년 06월,25200,6.0,1,"파이프라인을 최적화하고 에이전트를 만들어 서비스로 배포하기까지
90점짜리 RAG를 100점짜리 고급 RAG로 업그레이드하는 비법
데이터를 검색해서 답변을 생성하는 RAG를 익혔다면 이제 정보를 더 정교하게 추출하고 처리 흐름을 유연하게 설계하는 고급 RAG(Advanced RAG)로 나아갈 차례다. 이 책에서는 RAG 시스템이 더 정확하고 관련성 높은 문서를 선택하도록 구성해 응답 품질을 높이고, 입력 조건과 처리 목적에 따라 실행 흐름을 자유롭게 설계할 수 있는 구조를 구현하며, 정량적 지표를 바탕으로 문제점을 식별하고 반복 실험을 통해 성능을 개선하는 방법을 다룬다. 또한 LLM이 도구를 사용해 실질적인 작업을 자동으로 수행할 수 있도록 구성하고, 개발한 시스템을 외부 사용자에게 제공 가능한 형태로 서비스화하는 과정까지 포함한다."
877,C# 교과서,https://www.yes24.com/product/goods/147562377,박용준,길벗,2025년 06월,35100,9.7,14,"기초에서 활용까지 기본기를 탄탄하게 다지는 C# 입문서
최적의 학습 순서로 더 쉽게, 더 효율적으로 배운다!
이 책의 최종 목표는 C# 프로그래밍에 입문하고 싶은 사람들에게 C#의 핵심 개념과 기능, 구체적인 실무 방향을 알려주는 것이다. 더 쉽고 효율적인 C# 입문을 위해 마이크로소프트 MVP이자 C#을 25년 이상 사용하고 강의해 온 저자가 핵심 개념과 기능을 엄선했으며, 최적의 학습 순서가 무엇일지를 치열하게 고민했다. 
1부에서는 C# 프로그래밍을 학습하기 전 기본 개념과 개발 환경 설정을 다루고, 2부에서는 C#의 기초 문법과 사용법을 학습한다. 3부에서는 개체 지향 프로그래밍 기법과 C# 활용법을 익히며, 4부에서는 모던 C#의 확장 기능을 살펴보고 실무에서 유용한 기능을 소개한다. 
C#의 쓰임새와 기초 문법부터 컬렉션, 제네릭, LINQ, 동적 형식, 스레드, 비동기 프로그래밍과 같은 활용과 확장 기능까지, 입문자에게 필요한 모든 것을 다루는 이 책으로 C#의 첫걸음을 떼 보자!"
878,AI로 하루 만에 영상 만들기 with 런웨이,https://www.yes24.com/product/goods/147338262,"송태민, 서광민",한빛미디어,2025년 06월,18000,9.6,30,"비전문가도 OK! 기획, 제작, 편집도 AI로 모두 할 수 있다!
런웨이, 미드저니, 챗GPT로 끝내는 영상 제작 프로세스 가이드북!
영상 제작은 어렵고 시간이 오래 걸린다는 생각에 도전을 망설인다? 이제 생성형 AI와 함께라면 누구나 영상 크리에이터가 될 수 있다. 『AI로 하루 만에 영상 만들기 with 런웨이』는 AI 영상 제작 노하우를 담은 실전 가이드북으로, 상상만 하던 영상을 하루 만에, 쉽게 만들 수 있도록 안내한다. 복잡한 사전 준비 없이 프롬프트 입력만으로 영상을 완성하는 효율적인 제작 방식을 통해, 여러분의 상상력이 기술적 한계에 묶이지 않고 자유롭게 날개를 펼칠 수 있도록 도와준다. AI와 함께 더 빠르고, 자유롭고, 완성도 높은 영상 제작을 지금 바로 시작해보자!"
879,코딩런 픽셀월드 대모험 피스켈&엔트리,https://www.yes24.com/product/goods/147132535,코딩연구소,마린북스,2025년 05월,13500,,0,"피스켈로 꾸미는 픽셀월드!
엔트리로 떠나는 코딩 모험!
픽셀 단위로 점을 찍어 멋진 캐릭터와 게임 아이템을 만들고, 직접 구상한 스토리를 바탕으로 특별한 애니메이션까지 완성할 수 있다. 피스켈에서 만든 캐릭터와 오브젝트로 다양한 엔트리 콘텐츠를 만들자."
880,"AI가 대체하는, 대체 못하는 노동",https://www.yes24.com/product/goods/147124214,김관욱,커뮤니케이션북스,2025년 06월,12000,2.0,1,"AI가 바꾼 노동 생태계에서 인간만이 할 수 있는 노동은 무엇인지, 기계가 생산해 내지 못하는 가치는 무엇인지 묻는다. 10년 넘게 콜센터 현장 연구를 진행해 온 저자가 4차 산업혁명을 둘러싼 화려한 구호에 가려진 현장의 목소리를 복원해 낸다. 노동자의 건강과 존엄성이 지켜지는 일터를 만들기 위해 어떤 정책이 필요한지, 어떻게 인식을 재고해야 하는지 제시한다."
881,LUVIT♥ 실전 백엔드 러스트 Axum 프로그래밍,https://www.yes24.com/product/goods/147098139,윤인도,제이펍,2025년 06월,22500,10.0,3,"프로젝트로 배우는 러스트 웹 백엔드 개발 프레임워크 
Axum은 사용성과 성능에 중점을 둔 러스트 프레임워크로, Axum을 활용하면 고성능 서버를 간단하게 구축할 수 있다. 이 책은 Axum의 기초부터 SeaORM, tower 미들웨어, 웹소켓까지 자세히 다루며, 실전 프로젝트를 통해 깊이 있게 학습할 수 있도록 구성되었다. 채팅 앱 서비스는 프런트엔드와 백엔드를 모두 구현해보며, 만든 앱을 Shuttle로 쉽고 빠르게 배포하는 방법을 배운다. 도커로 간단하게 실행하기 위해 도커 이미지 빌드 방법도 소개한다. 실무 중심의 학습으로 Axum을 활용한 백엔드 개발 역량을 키워보자."
882,AI와 교육 연극 (큰글자책),https://www.yes24.com/product/goods/147097407,한귀은,커뮤니케이션북스,2025년 06월,25000,,0,AI 기반의 맞춤형 교육은 객관성과 효율을 앞세워 개인이 스스로를 끊임없이 평가하고 관리하도록 만들고 있다. 『AI와 교육 연극』은 통제된 교육 시스템에 맞서 교육 연극이 펼치는 예측 불가능한 사유와 해방의 가능성을 탐색한다.
883,입문자를 위한 맞춤형 AI 프로그램 만들기,https://www.yes24.com/product/goods/147081442,다비드스튜디오,길벗,2025년 06월,25200,9.9,14,"문서 요약부터 메일 자동 응답까지 쉽고 유용한 AI 프로그램 만들기
AI 초보도 할 수 있는 단계적 설명+복붙 소스 코드 제공
AI 기술은 하루가 다르게 발전하고 있다. 텍스트 요약, 음성 인식, 이미지 생성, 자연어 대화 등 불과 몇 년 전만 해도 소수의 전문가들만 다룰 수 있었던 기술이 지금은 일반인도 이용 가능한 도구가 됐다. 이 책은 챗GPT를 만든 OpenAI의 다양한 AI 모델을 활용해 문서 번역/요약, 보고서 작성, 면접 준비 도우미, 이미지 분석, 메일 자동 응답 등 10가지 AI 프로그램을 만든다. 너무 어렵지 않으면서도 프로그램을 만들고 나면 뿌듯함을 느낄 수 있도록 난이도를 조절했다. 쉬운 챗봇 만들기부터 시작해 마지막에는 AI로 메일을 관리하는 프로그램을 완성할 수 있다. 책을 다 읽고 나면 AI 프로그램의 기본 개념과 작동 방식을 이해할 수 있다."
884,"좋아 보이는 것들의 비밀, 컬러",https://www.yes24.com/product/goods/147079126,최경원,길벗,2025년 06월,26100,9.8,22,"보는 것만으로도 눈이 즐거워지는 컬러 디자인 북 
- 눈으로 이해하는 색의 원리 
- 보는 만큼 길러지는 색의 감각
- 감각 위에 쌓여가는 색의 조화"
885,회사에서 바로 쓰는 AI 치트키,https://www.yes24.com/product/goods/147078614,"이혜정, 윤재현, 엄혜경",애드앤미디어,2025년 06월,18000,9.3,17,"내 비서 AI와 함께 스마트하게 끝내는 프레젠테이션, 보고서, 엑셀 활용법
기획부터 발표까지 AI로 혁신하는 프레젠테이션 작성
프레젠테이션 발표 전날에 발을 동동 굴렀던 경험이 있는가? 그렇다면 이제는 일하는 방식을 바꿔야 한다. 자료 수집부터 콘텐츠 구성, 프레젠테이션 제작까지 AI와 함께한다면 좀 더 효율적이고, 체계적으로 일할 수 있다. 첫째, 프레젠테이션 자료 조사 단계에서는 Perplexity와 GenSpark 같은 AI 검색 도구를 활용해 신뢰성 높은 자료를 빠르게 수집할 수 있다. 둘째, 내용 구성 단계에서는 ChatGPT와 Claude 같은 대화형 AI를 통해 논리적이고 설득력 있는 스토리텔링 구조를 완성한다. 셋째, 디자인 및 제작 단계에서는 Gamma, 미리캔버스, Felo, 망고보드 AI, Napkin 등 다양한 AI 기반 프레젠테이션 도구들을 사용해 쉽고 편리하게 제작한다. 특히 Recraft를 활용한 맞춤형 이미지 생성 기능은 프레젠테이션의 시각적 완성도를 크게 향상시킬 수 있다. 
생성형 AI를 활용하면 놀랄 만큼 엑셀 업무가 편리해진다. 원하는 데이터 가공 방법을 똑똑하게 알려주고, 복잡한 수식도 순식간에 만들어준다. 또한, 데이터를 업로드해서 원하는 일을 주문하면, ChatGPT가 알아서 일을 처리한 후 결과를 엑셀 파일로 만들어주기도 한다. 따라서 이전과는 비교할 수 없을 정도로 업무 속도가 확실히 빨라지는 효과를 경험할 수 있다. 데이터 정리 및 변환, 수식 및 함수식 만들기, 데이터 분석 및 시각화, VBA 및 매크로 작성, 오류 해결과 디버깅, 보고서 및 문서 자동화에서 AI를 활용한다면, 내 옆에 성실한 비서를 두고 일하는 것과 같은 엄청난 효과를 누릴 수 있다. 이 책에서 제시하는 실습예제와 함께 구체적인 상황별 프롬프트를 보며 잘 따라간다면 다양한 팁도 얻고, 업무 스킬을 훨씬 높일 수 있을 것이다."
